nid,title,type,doc_type,BoL
119711,"70 FR 51542 - Electronic Filing of Annual Reports",federal_register_release,NULL,127
119712,"70 FR 21146 - Final Regulations for Health Coverage Portability for Group Health Plans and Group Health Insurance Issuers Under HIPAA Titles l & IV; Correction",federal_register_release,NULL,127
119713,"70 FR 12046 - Termination of Abandoned Individual Account Plans",federal_register_release,NULL,127
119714,"70 FR 6306 - Annual Funding Notice for Multiemployer Defined Benefit Pension Plans",federal_register_release,NULL,127
119715,"69 FR 78720 - Final Regulations for Health Coverage Portability for Group Health Plans and Group Health Insurance Issuers Under HIPAA Titles I & IV",federal_register_release,NULL,127
119716,"69 FR 78800 - Notice of Proposed Rulemaking for Health Coverage Portability: Tolling Certain Time Periods and Interaction With the Family and Medical Leave Act Under HIPAA Titles I and IV",federal_register_release,NULL,127
119717,"69 FR 78825 - Request for Information on Benefit-Specific Waiting Periods Under HIPAA Titles I & IV",federal_register_release,NULL,127
119718,"69 FR 75798 - Mental Health Parity",federal_register_release,NULL,127
119719,"69 FR 58018 - Fiduciary Responsibility Under the Employee Retirement Income Security Act of 1974 Automatic Rollover Safe Harbor",federal_register_release,NULL,127
119720,"69 FR 52120 - Electronic Registration Requirements for Investment Advisers To Be Investment Managers Under Title I of ERISA",federal_register_release,NULL,127
119721,"69 FR 34920 - Health Care Continuation Coverage, Correction",federal_register_release,NULL,127
119722,"69 FR 30084 - Health Care Continuation Coverage",federal_register_release,NULL,127
119723,"69 FR 9900 - Fiduciary Responsibility Under the Employee Retirement Income Security Act of 1974 Automatic Rollover Safe Harbor",federal_register_release,NULL,127
119724,"69 FR 3816 - Mental Health Parity",federal_register_release,NULL,127
119725,"68 FR 68710 - Electronic Registration Requirements for Investment Advisers To Be Investment Managers Under Title I of ERISA",federal_register_release,NULL,127
119726,"68 FR 31832 - Health Care Continuation Coverage",federal_register_release,NULL,127
119727,"68 FR 18048 - Mental Health Parity",federal_register_release,NULL,127
119728,"68 FR 17472 - Employee Retirement Income Security Act of 1974; Plans Established or Maintained Under or Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119729,"68 FR 17484 - Procedures for Administrative Hearings Regarding Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119730,"68 FR 17494 - Reporting by Multiple Employer Welfare Arrangements and Certain Other Entities that Offer or Provide Coverage for Medical Care to the Employees of Two or More Employers",federal_register_release,NULL,127
119733,"68 FR 16399 - Change of Agency Name; Technical Amendments",federal_register_release,NULL,127
119734,"68 FR 3716 - Final Rule Relating to Notice of Blackout Periods to Participants and Beneficiaries",federal_register_release,NULL,127
119735,"68 FR 3729 - Civil Penalties Under ERISA Section 502(c)(7) and Conforming Technical Changes on Civil Penalties Under ERISA Sections 502(c)(2), 502(c)(5) and 502(c)(6)",federal_register_release,NULL,127
119736,"68 FR 2875 - Final Rule Relating to Adjustment of Civil Monetary Penalties",federal_register_release,NULL,127
119737,"68 FR 992 - Fiduciary Responsibility Under the Employee Retirement Income Security Act of 1974; Automatic Rollovers",federal_register_release,NULL,127
119738,"67 FR 64766 - Interim Final Rule Relating to Notice of Blackout Periods to Participants and Beneficiaries",federal_register_release,NULL,127
119739,"67 FR 64774 - Civil Penalties Under ERISA Section 502(c)(7) and Conforming Technical Changes on Civil Penalties Under ERISA Sections 502(c)(2), 502(c)(5) and 502(c)(6)",federal_register_release,NULL,127
119740,"67 FR 60859 - Interim Final Amendment for Mental Health Parity",federal_register_release,NULL,127
119741,"67 FR 17264 - Final Rules Relating to Use of Electronic Communication and Recordkeeping Technologies by Employee Pension and Welfare Benefit Plans",federal_register_release,NULL,127
119742,"67 FR 15052 - Delinquent Filer Voluntary Compliance Program",federal_register_release,NULL,127
119743,"67 FR 5245 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119744,"67 FR 772 - Removal of Superseded Regulations Relating to Plan Descriptions and Summary Plan Descriptions, and Other Technical Conforming Amendments",federal_register_release,NULL,127
119745,"67 FR 777 - Furnishing Documents to the Secretary of Labor on Request Under ERISA Section 104(a)(6) and Assessment of Civil Penalties Under ERISA Section 502(c)(6)",federal_register_release,NULL,127
119746,"66 FR 35886 - Employee Retirement Income Security Act of 1974; Rules and Regulations for Administration and Enforcement; Claims Procedure",federal_register_release,NULL,127
119747,"66 FR 14076 - Interim Final Rules for Nondiscrimination in Health Coverage in the Group Market",federal_register_release,NULL,127
119749,"66 FR 1378 - Interim Final Rules for Nondiscrimination in Health Coverage in the Group Market",federal_register_release,NULL,127
119750,"66 FR 1421 - Notice of Proposed Rulemaking for Bona Fide Wellness Programs",federal_register_release,NULL,127
119751,"65 FR 82128 - National Medical Support Notice",federal_register_release,NULL,127
119752,"65 FR 70226 - Amendments to Summary Plan Description Regulations",federal_register_release,NULL,127
119753,"65 FR 70246 - Employee Retirement Income Security Act of 1974; Rules and Regulations for Administration and Enforcement; Claims Procedure",federal_register_release,NULL,127
119754,"65 FR 64482 - Plans Established or Maintained Under or Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119755,"65 FR 64498 - Procedures for Administrative Hearings Regarding Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119756,"65 FR 62958 - Small Pension Plan Security Amendments",federal_register_release,NULL,127
119757,"65 FR 35568 - Annual Reporting and Disclosure Requirements; Correction",federal_register_release,NULL,127
119758,"65 FR 34393 - Rules and Regulations For the Allocation of Fiduciary Responsibility, Federal Retirement Thrift Investment Board",federal_register_release,NULL,127
119759,"65 FR 21068 - Annual Reporting and Disclosure Requirements",federal_register_release,NULL,127
119760,"65 FR 7152 - Interim Final Rule for Reporting by Multiple Employer Welfare Arrangements and Certain Other Entities That Offer or Provide Coverage for Medical Care to the Employees of Two or More Employers",federal_register_release,NULL,127
119761,"65 FR 7181 - Interim Rule for the Assessment of Civil Penalties Under Section 502(c)(5) of ERISA",federal_register_release,NULL,127
119762,"65 FR 7185 - Interim Rule Governing Procedures for Administrative Hearings Regarding the Assessment of Civil Penalties under Section 502(c)(5) of ERISA",federal_register_release,NULL,127
119763,"65 FR 614 - Insurance Company General Accounts",federal_register_release,NULL,127
119764,"64 FR 67436 - Proposed Small Pension Plan Security Amendments",federal_register_release,NULL,127
119765,"64 FR 57611 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119766,"64 FR 57520 - Health Insurance Portability",federal_register_release,NULL,127
119767,"64 FR 51277 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119768,"64 FR 42792 - Removal of Superseded Regulations Relating to Plan Descriptions and Summary Plan Descriptions, and Other Technical Conforming Amendments",federal_register_release,NULL,127
119769,"64 FR 42797 - Furnishing Documents to the Secretary of Labor on Request Under ERISA Section 104(a)(6) and Assessment of Civil Penalties Under ERISA Section 502(c)(6)",federal_register_release,NULL,127
119770,"64 FR 42246 - Redesignation of Rules Relating to Adjustment of Civil Monetary Penalties",federal_register_release,NULL,127
119771,"64 FR 38390 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119772,"64 FR 33000 - Interpretive Bulletin 99-1; Payroll Deduction Programs for Individual Retirement Accounts",federal_register_release,NULL,127
119773,"64 FR 30452 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119774,"64 FR 15143 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119775,"64 FR 4506 - Use of Electronic Communication and Recordkeeping Technologies by Employee Pension and Welfare Benefit Plans",federal_register_release,NULL,127
119776,"64 FR 3463 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119777,"64 FR 65 - Public Hearing on Proposed Claims Procedures",federal_register_release,NULL,127
119778,"63 FR 68370 - Proposed Revisions to Certain Regulations Regarding Annual Reporting and Disclosure Requirements",federal_register_release,NULL,127
119779,"63 FR 64667 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119780,"63 FR 58335 - Summary Plan Descriptions; Claims Procedures; Notice of Extension of Comment Period",federal_register_release,NULL,127
119781,"63 FR 57546 - Interim Rules for Group Health Plans and Health Insurance Issuers Under the Newborns' and Mothers' Health Protection Act",federal_register_release,NULL,127
119782,"63 FR 50542 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A) of ERISA",federal_register_release,NULL,127
119783,"63 FR 48372 - Interim Rule Amending Summary Plan Description Regulation",federal_register_release,NULL,127
119784,"63 FR 48376 - Proposed Amendments to Summary Plan Description Regulations",federal_register_release,NULL,127
119785,"63 FR 48390 - Employee Retirement Income Security Act of 1974; Rules and Regulations for Administration and Enforcement; Claims Procedure",federal_register_release,NULL,127
119786,"63 FR 19873 - Insurance Company General Accounts; Notice of Hearing",federal_register_release,NULL,127
119787,"63 FR 18345 - Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A)",federal_register_release,NULL,127
119788,"62 FR 67688 - Application of HIPAA Group Market Portability Rules to Health Flexible Spending Arrangements",federal_register_release,NULL,127
119789,"62 FR 67689 - Application of HIPAA Group Market Rules to Individuals Who Were Denied Coverage Due to a Health Status-Related Factor",federal_register_release,NULL,127
119790,"62 FR 66908 - Insurance Company General Accounts",federal_register_release,NULL,127
119791,"62 FR 66932 - Department of Health and Human Services",federal_register_release,NULL,127
119792,"62 FR 62934 - Final Rule Amending the Definition of Plan Assets; Participant Contributions",federal_register_release,NULL,127
119793,"62 FR 49894 - Health Care Continuation Coverage",federal_register_release,NULL,127
119794,"62 FR 47262 - Claims Procedures for Employee Benefit Plans",federal_register_release,NULL,127
119795,"62 FR 40696 - Final Rule Relating to Adjustment of Civil Monetary Penalties",federal_register_release,NULL,127
119796,"62 FR 36205 - Interim Rules for Amending ERISA Disclosure Requirements for Group Health Plans; Approval of Information Collection Requirements",federal_register_release,NULL,127
119797,"62 FR 35904 - Information Collection Interim Rules for Health Insurance Portability for Group Health Plans, and Individual Market Health Insurance Reform: Portability From Group to Indiv. Coverage; Rules for Access in Indiv. Market; State Alternat...",federal_register_release,NULL,127
119798,"62 FR 31690 - Interim Rules for Health Insurance Portability for Group Health Plans; Correction",federal_register_release,NULL,127
119799,"62 FR 31695 - Interim Rules Amending ERISA Disclosure Requirements for Group Health Plans; Correction",federal_register_release,NULL,127
119800,"62 FR 19078 - Proposed Rule Relating to Adjustment of Civil Monetary Penalties",federal_register_release,NULL,127
119801,"62 FR 16979 - Interim Rules Amending ERISA Disclosure Requirements for Group Health Plans",federal_register_release,NULL,127
119802,"62 FR 14760 - Proposed Rule Amending the Definition of Plan Assets; Participant Contributions",federal_register_release,NULL,127
119803,"61 FR 59845 - Clarification of Application of ERISA to Insurance Company General Accounts",federal_register_release,NULL,127
119805,"61 FR 33847 - Removal of Interpretive Bulletins and Regulations Relating to ERISA",federal_register_release,NULL,127
119806,"61 FR 29586 - Interpretive Bulletin 96-1; Participant Investment Education",federal_register_release,NULL,127
119807,"61 FR 14690 - Removal of Interpretive Bulletins and Regulations Relating to the Employee Retirement Income Security Act of 1974",federal_register_release,NULL,127
119808,"61 FR 1879 - Proposed Regulation Relating to Definition of Plan Assets; Participant Contributions",federal_register_release,NULL,127
119809,"60 FR 66036 - Proposed Regulation Relating to Definition of Plan Assets; Participant Contributions",federal_register_release,NULL,127
119810,"60 FR 50508 - Proposed Regulation for Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40)(A)",federal_register_release,NULL,127
119811,"60 FR 39208 - Proposed Regulation for Plans Established or Maintained Pursuant to Collective Bargaining Agreements Under Section 3(40) (A)",federal_register_release,NULL,127
119812,"60 FR 20874 - Employee Retirement Income Security Act of 1974; Administration and Enforcement, Delinquent Filer Voluntary Compliance Program",federal_register_release,NULL,127
119813,"60 FR 12328 - Interpretive Bulletins Relating to the Employee Retirement Income Security Act of 1974",federal_register_release,NULL,127
120560,"Illinois Court Strikes Down Chicago Pension Reforms, Deepening City's Financial Crisis",document,239,127
120655,"DOL Provides Important ERISA Guidance Regarding Cleared Swaps",document,239,127
120665,"U.S. Department of Labor Finalizes New Criteria for Which Entities Would Qualify as “Rating Agencies” in Connection with the Underwriter Exemptions",document,239,127
120671,"Employee Benefits after Windsor",document,239,127
120672,"Sun Capital Partners Decision Expands the Risk to Private Equity Funds of Incurring Portfolio Company Pension Liabilities",document,239,127
139832,"80 FR 21960 - Proposed Best Interest Contract Exemption",federal_register_release,NULL,127
139833,"68 FR 17503 - Assessment of Civil Penalties Under Section 502(c)(5) of ERISA",federal_register_release,NULL,127
139834,"73 FR 58447 - Selection of Annuity Providers-Safe Harbor for Individual Account Plans",federal_register_release,NULL,127
139835,"73 FR 61731 - Interpretive Bulletin Relating to Exercise of Shareholder Rights",federal_register_release,NULL,127
139836,"80 FR 21989 - Proposed Class Exemption for Principal Transactions in Certain Debt Securities between Investment Advice Fiduciaries and Employee Benefit Plans and IRAs",federal_register_release,NULL,127
139838,"80 FR 22010 - Proposed Amendment to and Proposed Partial Revocation of PTE 84-24 for Certain Transactions Involving Insurance Agents and Brokers, Pension Consultants, Insurance Companies and Investment Company Principal Underwriters",federal_register_release,NULL,127
139839,"73 FR 61734 - Interpretive Bulletin Relating to Investing in Economically Targeted Investments",federal_register_release,NULL,127
139840,"73 FR 58450 - Statutory Exemption for Cross-Trading of Securities",federal_register_release,NULL,127
139841,"68 FR 17506 - Procedures for Administrative Hearings Regarding the Assessment of Civil Penalties Under Section 502(c)(5) of ERISA",federal_register_release,NULL,127
139847,"DOL Advisory Opinion 2009-01A",document,1827,127
139848,"DOL Advisory Opinion 2008-08A",document,1827,127
139849,"DOL Advisory Opinion 2008-07A",document,1827,127
139850,"DOL Advisory Opinion 2008-06A",document,1827,127
139851,"DOL Advisory Opinion 2008-05A",document,1827,127
139852,"DOL Advisory Opinion 2008-04A",document,1827,127
139853,"DOL Advisory Opinion 2008-02A",document,1827,127
139854,"DOL Advisory Opinion 2008-03A",document,1827,127
139855,"DOL Advisory Opinion 2008-01A",document,1827,127
139856,"DOL Advisory Opinion 2007-07A",document,1827,127
139857,"DOL Advisory Opinion 2007-06A",document,1827,127
139858,"DOL Advisory Opinion 2007-05A",document,1827,127
139859,"DOL Advisory Opinion 2007-04A",document,1827,127
139860,"DOL Advisory Opinion 2007-03A",document,1827,127
139861,"DOL Advisory Opinion 2007-02A",document,1827,127
139862,"DOL Advisory Opinion 2007-01A",document,1827,127
139863,"DOL Advisory Opinion 2006-09A",document,1827,127
139864,"DOL Advisory Opinion 2006-08A",document,1827,127
139865,"DOL Advisory Opinion 2006-07A",document,1827,127
139866,"DOL Advisory Opinion 2006-06A",document,1827,127
139867,"DOL Advisory Opinion 2006-05A",document,1827,127
139868,"DOL Advisory Opinion 2006-04A",document,1827,127
139869,"DOL Advisory Opinion 1991-47A",document,1827,127
139870,"DOL Advisory Opinion 1991-46A",document,1827,127
139871,"DOL Advisory Opinion 1991-45A",document,1827,127
139872,"DOL Advisory Opinion 1991-44A",document,1827,127
139873,"DOL Advisory Opinion 1991-43A",document,1827,127
139874,"DOL Advisory Opinion 1991-42A",document,1827,127
139875,"DOL Advisory Opinion 1991-41A",document,1827,127
139876,"DOL Advisory Opinion 1991-40A",document,1827,127
139877,"DOL Advisory Opinion 1991-39A",document,1827,127
139878,"DOL Advisory Opinion 1991-38A",document,1827,127
139879,"DOL Advisory Opinion 1991-37A",document,1827,127
139880,"DOL Advisory Opinion 1991-36A",document,1827,127
139881,"DOL Advisory Opinion 1991-35A",document,1827,127
139882,"DOL Advisory Opinion 1991-34A",document,1827,127
139883,"DOL Advisory Opinion 1991-33A",document,1827,127
139884,"DOL Advisory Opinion 1991-32A",document,1827,127
139885,"DOL Advisory Opinion 1991-31A",document,1827,127
139886,"DOL Advisory Opinion 1991-30A",document,1827,127
139887,"DOL Advisory Opinion 1991-29A",document,1827,127
139888,"DOL Advisory Opinion 1991-28A",document,1827,127
139889,"DOL Advisory Opinion 1991-27A",document,1827,127
139890,"DOL Advisory Opinion 1991-26A",document,1827,127
139891,"DOL Advisory Opinion 1991-25A",document,1827,127
139892,"DOL Advisory Opinion 1991-24A",document,1827,127
139893,"DOL Advisory Opinion 1991-23A",document,1827,127
139894,"DOL Advisory Opinion 1991-22A",document,1827,127
139895,"DOL Advisory Opinion 1991-21A",document,1827,127
139896,"DOL Advisory Opinion 1991-20A",document,1827,127
139897,"DOL Advisory Opinion 1991-19A",document,1827,127
139898,"DOL Advisory Opinion 1991-18A",document,1827,127
139899,"DOL Advisory Opinion 1991-17A",document,1827,127
139900,"DOL Advisory Opinion 1991-16A",document,1827,127
139901,"DOL Advisory Opinion 1991-15A",document,1827,127
139902,"DOL Advisory Opinion 1991-14A",document,1827,127
139903,"DOL Advisory Opinion 1991-13A",document,1827,127
139904,"DOL Advisory Opinion 1991-12A",document,1827,127
139905,"DOL Advisory Opinion 1991-11A",document,1827,127
139906,"DOL Advisory Opinion 1991-10A",document,1827,127
139907,"DOL Advisory Opinion 1991-09A",document,1827,127
139908,"DOL Advisory Opinion 1991-08A",document,1827,127
139909,"DOL Advisory Opinion 1991-07A",document,1827,127
139910,"DOL Advisory Opinion 1991-06A",document,1827,127
139911,"DOL Advisory Opinion 1991-05A",document,1827,127
139912,"DOL Advisory Opinion 1991-04A",document,1827,127
139913,"DOL Advisory Opinion 1991-03A",document,1827,127
139914,"DOL Advisory Opinion 1991-02A",document,1827,127
139915,"DOL Advisory Opinion 1991-01A",document,1827,127
139916,"DOL Advisory Opinion 1990-48A",document,1827,127
139917,"DOL Advisory Opinion 1990-47A",document,1827,127
139918,"DOL Advisory Opinion 1990-46A",document,1827,127
139919,"DOL Advisory Opinion 1990-45A",document,1827,127
139920,"DOL Advisory Opinion 1990-44A",document,1827,127
139921,"DOL Advisory Opinion 1990-43A",document,1827,127
139922,"DOL Advisory Opinion 1990-42A",document,1827,127
139923,"DOL Advisory Opinion 1990-41A",document,1827,127
139924,"DOL Advisory Opinion 1990-40A",document,1827,127
139925,"DOL Advisory Opinion 1990-39A",document,1827,127
139926,"DOL Advisory Opinion 1990-37A",document,1827,127
139927,"DOL Advisory Opinion 1990-36A",document,1827,127
139928,"DOL Advisory Opinion 1990-35A",document,1827,127
139929,"DOL Advisory Opinion 1990-34A",document,1827,127
139930,"DOL Advisory Opinion 1990-33A",document,1827,127
139931,"DOL Advisory Opinion 1990-32A",document,1827,127
139932,"DOL Advisory Opinion 1990-31A",document,1827,127
139933,"DOL Advisory Opinion 1990-30A",document,1827,127
139934,"DOL Advisory Opinion 1990-29A",document,1827,127
139935,"DOL Advisory Opinion 1990-28A",document,1827,127
139936,"DOL Advisory Opinion 1990-27A",document,1827,127
139937,"DOL Advisory Opinion 1990-26A",document,1827,127
139938,"DOL Advisory Opinion 1990-25A",document,1827,127
139939,"DOL Advisory Opinion 1990-24A",document,1827,127
139940,"DOL Advisory Opinion 1990-23A",document,1827,127
139941,"DOL Advisory Opinion 1990-22A",document,1827,127
139942,"DOL Advisory Opinion 1990-21A",document,1827,127
139943,"DOL Advisory Opinion 1990-20A",document,1827,127
139944,"DOL Advisory Opinion 1990-19A",document,1827,127
139945,"DOL Advisory Opinion 1990-18A",document,1827,127
139946,"DOL Advisory Opinion 1990-16A",document,1827,127
139947,"DOL Advisory Opinion 1990-15A",document,1827,127
139948,"DOL Advisory Opinion 1990-14A",document,1827,127
139949,"DOL Advisory Opinion 1990-13A",document,1827,127
139950,"DOL Advisory Opinion 1990-12A",document,1827,127
139951,"DOL Advisory Opinion 1990-11A",document,1827,127
139952,"DOL Advisory Opinion 1990-10A",document,1827,127
139953,"DOL Advisory Opinion 1990-09A",document,1827,127
139954,"DOL Advisory Opinion 1990-08A",document,1827,127
139955,"DOL Advisory Opinion 1990-07A",document,1827,127
139956,"DOL Advisory Opinion 1990-06A",document,1827,127
139957,"DOL Advisory Opinion 1990-05A",document,1827,127
139958,"DOL Advisory Opinion 1990-04A",document,1827,127
139959,"DOL Advisory Opinion 1990-01A",document,1827,127
139960,"DOL Advisory Opinion 1989-34A",document,1827,127
139961,"DOL Advisory Opinion 1989-33A",document,1827,127
139962,"DOL Advisory Opinion 1989-32A",document,1827,127
139963,"DOL Advisory Opinion 1989-31A",document,1827,127
139964,"DOL Advisory Opinion 1989-30A",document,1827,127
139965,"DOL Advisory Opinion 1989-29A",document,1827,127
139966,"DOL Advisory Opinion 1989-28A",document,1827,127
139967,"DOL Advisory Opinion 1989-26A",document,1827,127
139968,"DOL Advisory Opinion 1989-25A",document,1827,127
139969,"DOL Advisory Opinion 1989-24A",document,1827,127
139970,"DOL Advisory Opinion 1989-23A",document,1827,127
139971,"DOL Advisory Opinion 1989-22A",document,1827,127
139972,"DOL Advisory Opinion 1989-21A",document,1827,127
139973,"DOL Advisory Opinion 1989-20A",document,1827,127
139974,"DOL Advisory Opinion 1989-19A",document,1827,127
139975,"DOL Advisory Opinion 1989-18A",document,1827,127
139976,"DOL Advisory Opinion 1989-17A",document,1827,127
139977,"DOL Advisory Opinion 1989-16A",document,1827,127
139978,"DOL Advisory Opinion 1989-13A",document,1827,127
139979,"DOL Advisory Opinion 1989-15A",document,1827,127
139980,"DOL Advisory Opinion 1989-14A",document,1827,127
139981,"DOL Advisory Opinion 1989-12A",document,1827,127
139982,"DOL Advisory Opinion 1989-11A",document,1827,127
139983,"DOL Advisory Opinion 1989-10A",document,1827,127
139984,"DOL Advisory Opinion 1989-09A",document,1827,127
139985,"DOL Advisory Opinion 1989-08A",document,1827,127
139986,"DOL Advisory Opinion 1989-06A",document,1827,127
139987,"DOL Advisory Opinion 1989-05",document,1827,127
139988,"DOL Advisory Opinion 1989-04",document,1827,127
139989,"DOL Advisory Opinion 1989-03A",document,1827,127
139990,"DOL Advisory Opinion 1989-02",document,1827,127
139991,"DOL Advisory Opinion 1989-01A",document,1827,127
139992,"DOL Advisory Opinion 1988-18A",document,1827,127
139993,"DOL Advisory Opinion 1988-17A",document,1827,127
139994,"DOL Advisory Opinion 1988-16A",document,1827,127
139995,"DOL Advisory Opinion 1988-15A",document,1827,127
139996,"DOL Advisory Opinion 1988-14A",document,1827,127
139997,"DOL Advisory Opinion 1988-13A",document,1827,127
139998,"DOL Advisory Opinion 1988-12A",document,1827,127
139999,"DOL Advisory Opinion 1988-11A",document,1827,127
140000,"DOL Advisory Opinion 1988-10A",document,1827,127
140001,"DOL Advisory Opinion 1988-09A",document,1827,127
140002,"DOL Advisory Opinion 1988-08A",document,1827,127
140003,"DOL Advisory Opinion 1988-06A",document,1827,127
140004,"DOL Advisory Opinion 1988-05A",document,1827,127
140005,"DOL Advisory Opinion 1988-04A",document,1827,127
140006,"DOL Advisory Opinion 1988-03A",document,1827,127
140007,"DOL Advisory Opinion 1988-02A",document,1827,127
140008,"DOL Advisory Opinion 1988-01A",document,1827,127
140009,"DOL Advisory Opinion 1987-11A",document,1827,127
140010,"DOL Advisory Opinion 1987-10A",document,1827,127
140011,"DOL Advisory Opinion 1987-09A",document,1827,127
140012,"DOL Advisory Opinion 1987-08A",document,1827,127
140013,"DOL Advisory Opinion 1987-07A",document,1827,127
140014,"DOL Advisory Opinion 1987-06A",document,1827,127
140015,"DOL Advisory Opinion 1987-05A",document,1827,127
140016,"DOL Advisory Opinion 1987-04A",document,1827,127
140017,"DOL Advisory Opinion 1987-03A",document,1827,127
140018,"DOL Advisory Opinion 1987-02A",document,1827,127
140019,"DOL Advisory Opinion 1986-28A",document,1827,127
140020,"DOL Advisory Opinion 1986-27A",document,1827,127
140021,"DOL Advisory Opinion 1986-26A",document,1827,127
140022,"DOL Advisory Opinion 1986-25A",document,1827,127
140023,"DOL Advisory Opinion 1986-24A",document,1827,127
140024,"DOL Advisory Opinion 1984-47A",document,1827,127
140025,"DOL Advisory Opinion 1984-46A",document,1827,127
140026,"DOL Advisory Opinion 1984-45A",document,1827,127
140027,"DOL Advisory Opinion 1984-44A",document,1827,127
140028,"DOL Advisory Opinion 1984-43A",document,1827,127
140029,"DOL Advisory Opinion 1984-42A",document,1827,127
140030,"DOL Advisory Opinion 1984-41A",document,1827,127
140031,"DOL Advisory Opinion 1984-40A",document,1827,127
140032,"DOL Advisory Opinion 1984-39A",document,1827,127
140033,"DOL Advisory Opinion 1984-37A",document,1827,127
140034,"DOL Advisory Opinion 1984-36A",document,1827,127
140035,"DOL Advisory Opinion 1984-35A",document,1827,127
140036,"DOL Advisory Opinion 1984-34A",document,1827,127
140037,"DOL Advisory Opinion 1984-33A",document,1827,127
140038,"DOL Advisory Opinion 1984-31A",document,1827,127
140039,"DOL Advisory Opinion 1984-30A",document,1827,127
140040,"DOL Advisory Opinion 1984-29A",document,1827,127
140041,"DOL Advisory Opinion 1984-28A",document,1827,127
140042,"DOL Advisory Opinion 1984-27A",document,1827,127
140043,"DOL Advisory Opinion 1984-26A",document,1827,127
140044,"DOL Advisory Opinion 1984-25A",document,1827,127
140045,"DOL Advisory Opinion 1984-24A",document,1827,127
140046,"DOL Advisory Opinion 1984-23A",document,1827,127
140047,"DOL Advisory Opinion 1984-21A",document,1827,127
140048,"DOL Advisory Opinion 1984-20A",document,1827,127
140049,"DOL Advisory Opinion 1984-19A",document,1827,127
140050,"DOL Advisory Opinion 1984-18A",document,1827,127
140051,"DOL Advisory Opinion 1984-17A",document,1827,127
140052,"DOL Advisory Opinion 1984-15A",document,1827,127
140053,"DOL Advisory Opinion 1984-14A",document,1827,127
140054,"DOL Advisory Opinion 1984-13A",document,1827,127
140055,"DOL Advisory Opinion 1984-12A",document,1827,127
140056,"DOL Advisory Opinion 1984-11A",document,1827,127
140057,"DOL Advisory Opinion 1984-10A",document,1827,127
140058,"DOL Advisory Opinion 1984-09A",document,1827,127
140059,"DOL Advisory Opinion 1984-08A",document,1827,127
140060,"DOL Advisory Opinion 1984-06A",document,1827,127
140061,"DOL Advisory Opinion 1984-05A",document,1827,127
140062,"DOL Advisory Opinion 1984-04A",document,1827,127
140063,"DOL Advisory Opinion 1984-03A",document,1827,127
140064,"DOL Advisory Opinion 1984-01A-02A",document,1827,127
140065,"DOL Advisory Opinion 1985-01A",document,1827,127
140066,"DOL Advisory Opinion 1985-04A",document,1827,127
140067,"DOL Advisory Opinion 1985-05A",document,1827,127
140068,"DOL Advisory Opinion 1985-06A",document,1827,127
140069,"DOL Advisory Opinion 1985-07A",document,1827,127
140070,"DOL Advisory Opinion 1985-08A",document,1827,127
140071,"DOL Advisory Opinion 1985-09A",document,1827,127
140072,"DOL Advisory Opinion 1985-10A",document,1827,127
140073,"DOL Advisory Opinion 1985-11A",document,1827,127
140074,"DOL Advisory Opinion 1985-12A",document,1827,127
140075,"DOL Advisory Opinion 1985-13A",document,1827,127
140076,"DOL Advisory Opinion 1985-14A",document,1827,127
140077,"DOL Advisory Opinion 1985-15A",document,1827,127
140078,"DOL Advisory Opinion 1985-16A",document,1827,127
140079,"DOL Advisory Opinion 1985-18A",document,1827,127
140080,"DOL Advisory Opinion 1985-19A",document,1827,127
140081,"DOL Advisory Opinion 1985-20A",document,1827,127
140082,"DOL Advisory Opinion 1985-21A",document,1827,127
140083,"DOL Advisory Opinion 1985-22A",document,1827,127
140084,"DOL Advisory Opinion 1985-23A",document,1827,127
140085,"DOL Advisory Opinion 1985-24A",document,1827,127
140086,"DOL Advisory Opinion 1985-25A",document,1827,127
